Index,Försäljningspris,Säljare,Bränsle,Växellåda,Miltal,Modellår,Biltyp,Drivning,Hästkrafter,Färg,Motorstorlek,Datum_i_trafik,Märke,Modell
360,"89,900 kr",Företag,Bensin,Automat,"  24,598 ",2008,Kombi,Fyrhjulsdriven,238,Svart,3192,27/11/2007,Volvo,XC70
361,"17,000 kr",Privat,Bensin,Manuell,"  30,718 ",1997,Kombi,Tvåhjulsdriven,135,Röd,2316,30/8/1996,Volvo,940
362,"229,000 kr",Företag,Bensin,Automat,"  11,955 ",2019,Kombi,Tvåhjulsdriven,192,Mörkbrun (Brun),1969,25/4/2019,Volvo,V90
363,"229,000 kr",Företag,Bensin,Automat,"  15,453 ",2020,Kombi,Tvåhjulsdriven,192,Vit,1969,20/9/2019,Volvo,V60
364,"43,000 kr",Privat,Bensin,Automat,"  25,539 ",2007,Kombi,Tvåhjulsdriven,170,Svart,2435,19/9/2006,Volvo,V70
365,"24,500 kr",Privat,Bensin,Automat,"  28,100 ",2000,Kombi,Fyrhjulsdriven,194,Grå,2435,13/7/2022,Volvo,V70
366,"17,900 kr",Privat,Bensin,Automat,"  44,827 ",2002,Kombi,Tvåhjulsdriven,251,Svart,2319,20/11/2001,Volvo,V70
367,"238,900 kr",Företag,Bensin,Manuell,"  6,792 ",2020,SUV,Tvåhjulsdriven,164,Vit,1477,30/3/2020,Volvo,XC40
368,"379,000 kr",Företag,Bensin,Automat,"  3,090 ",2020,SUV,Fyrhjulsdriven,251,Mörkblå (Blå),1969,28/10/2019,Volvo,XC60
369,"339,400 kr",Företag,Bensin,Automat,"  5,441 ",2019,Sedan,Tvåhjulsdriven,251,Grå,1969,9/4/2019,Volvo,S60
370,"184,500 kr",Företag,Bensin,Automat,"  9,400 ",2018,Familjebuss,Tvåhjulsdriven,153,Silver,1498,7/3/2018,Volvo,V40
371,"338,800 kr",Företag,Bensin,Automat,"  8,000 ",2020,Kombi,Tvåhjulsdriven,253,Vit,1969,8/11/2019,Volvo,V60
372,"29,867 kr",Företag,Bensin,Automat,"  28,435 ",2002,Kombi,Tvåhjulsdriven,170,Ljusgrå (Silvermetallic),2435,4/3/2002,Volvo,V70
373,"9,900 kr",Företag,Bensin,Manuell,"  16,900 ",1998,Sedan,Tvåhjulsdriven,105,Mörkgrön (Grön),,23/6/1998,Volvo,S40
374,"22,000 kr",Privat,Bensin,Manuell,"  26,271 ",2002,Kombi,Tvåhjulsdriven,141,Blå,2435,10/4/2002,Volvo,V70
375,"39,900 kr",Företag,Bensin,Automat,"  24,100 ",2004,Kombi,Tvåhjulsdriven,170,Svart,2435,17/6/2004,Volvo,V70
376,"562,300 kr",Företag,Bensin,Automat,  -   ,2024,SUV,Fyrhjulsdriven,253,Silver,1969,,Volvo,V90 Cross Country
377,"439,900 kr",Företag,Bensin,Automat,"  2,351 ",2022,SUV,Tvåhjulsdriven,253,Silver,1969,3/1/2022,Volvo,XC60
378,"279,000 kr",Företag,Bensin,Automat,"  10,419 ",2019,Kombi,Tvåhjulsdriven,253,Svart,1969,8/1/2019,Volvo,V60
379,"94,900 kr",Företag,Bensin,Manuell,"  22,233 ",2011,Kombi,Tvåhjulsdriven,180,Vit,1596,26/5/2011,Volvo,V70
380,"169,900 kr",Företag,Bensin,Automat,"  16,682 ",2012,Sedan,Fyrhjulsdriven,305,Röd,2953,6/2/2012,Volvo,S60
381,"315,000 kr",Privat,Bensin,Automat,"  8,775 ",2018,Sedan,Tvåhjulsdriven,262,Svart,1969,18/6/2018,Volvo,S90
382,"65,000 kr",Företag,Bensin,Manuell,"  13,400 ",2007,Sedan,Tvåhjulsdriven,141,Blå,2435,11/12/2006,Volvo,S60
383,"48,000 kr",Privat,Bensin,Manuell,"  23,232 ",1994,Kombi,Tvåhjulsdriven,116,Vit,2316,17/5/1994,Volvo,940
384,"489,900 kr",Företag,Bensin,Automat,"  9,625 ",2018,SUV,Fyrhjulsdriven,320,Vit,1969,27/3/2018,Volvo,XC90
385,"13,000 kr",Privat,Bensin,Manuell,"  34,019 ",2007,Sedan,Tvåhjulsdriven,141,Blå,2435,10/8/2006,Volvo,S40
386,"399,000 kr",Företag,Bensin,Automat,  603 ,2024,Kombi,Tvåhjulsdriven,200,Grå,1969,30/6/2023,Volvo,V60
387,"334,000 kr",Företag,Bensin,Automat,"  4,392 ",2021,Sedan,Tvåhjulsdriven,253,Mörkblå (Blå),1969,18/9/2020,Volvo,S60
388,"64,900 kr",Företag,Bensin,Automat,"  26,029 ",2006,Kombi,Fyrhjulsdriven,210,Grå,2521,19/8/2005,Volvo,XC70
389,"79,900 kr",Företag,Bensin,Manuell,"  19,300 ",2008,Kombi,Tvåhjulsdriven,146,Ljusblå (Blå),1999,20/12/2007,Volvo,V70
390,"59,900 kr",Företag,Bensin,Manuell,"  23,060 ",2006,Kombi,Fyrhjulsdriven,210,Ljusbrun (Brun),2521,5/10/2005,Volvo,XC70
391,"29,900 kr",Företag,Bensin,Automat,"  26,500 ",2002,Kombi,Tvåhjulsdriven,170,Grön,2435,4/9/2002,Volvo,V70
392,"109,900 kr",Företag,Bensin,Manuell,"  17,045 ",2013,Kombi,Tvåhjulsdriven,150,Ljusgrå,1596,21/12/2012,Volvo,V60
393,"539,900 kr",Företag,Bensin,Automat,  -   ,2024,Kombi,Fyrhjulsdriven,253,Grå,1969,,Volvo,V60 Cross Country
394,"21,900 kr",Privat,Bensin,Manuell,"  28,665 ",2002,Kombi,Tvåhjulsdriven,141,Grön,2435,27/5/2002,Volvo,V70
395,"32,000 kr",Privat,Bensin,Manuell,"  40,330 ",1996,Kombi,Tvåhjulsdriven,135,Grå,2316,13/12/1995,Volvo,940
396,"26,000 kr",Privat,Bensin,Manuell,"  27,056 ",2001,Kombi,Tvåhjulsdriven,141,Grön,2435,19/12/2000,Volvo,V70
397,"229,800 kr",Företag,Bensin,Automat,"  5,168 ",2019,Halvkombi,Tvåhjulsdriven,153,Silver,1498,27/3/2019,Volvo,V40 Cross Country
398,"94,800 kr",Företag,Bensin,Automat,"  25,472 ",2016,Halvkombi,Tvåhjulsdriven,123,Svart,1498,25/6/2015,Volvo,V40
399,"13,000 kr",Privat,Bensin,Manuell,"  24,265 ",2001,Sedan,Tvåhjulsdriven,170,Gul,2435,6/6/2001,Volvo,S60
400,"25,000 kr",Privat,Bensin,Manuell,"  28,661 ",2004,Kombi,Tvåhjulsdriven,141,Grå,2435,4/12/2003,Volvo,V70
401,"185,000 kr",Privat,Bensin,Automat,"  7,575 ",2009,Cab,Tvåhjulsdriven,253,Röd,2521,4/7/2009,Volvo,C70
402,"27,500 kr",Privat,Bensin,Manuell,"  12,273 ",1998,Sedan,Tvåhjulsdriven,141,Grå,1948,8/5/1998,Volvo,S40
403,"14,000 kr",Privat,Bensin,Manuell,"  28,235 ",2000,Kombi,Tvåhjulsdriven,170,Röd,2435,21/10/1999,Volvo,V70
404,"345,000 kr",Privat,Bensin,Automat,"  5,300 ",2020,Sedan,Tvåhjulsdriven,251,Grå,1969,29/7/2019,Volvo,S60
405,"45,000 kr",Privat,Bensin,Automat,"  28,062 ",2008,Kombi,Tvåhjulsdriven,200,Brun,2521,17/9/2007,Volvo,V70
406,"25,000 kr",Privat,Bensin,Manuell,"  28,468 ",2000,Kombi,Tvåhjulsdriven,141,Röd,2435,3/11/1999,Volvo,V70
407,"18,000 kr",Privat,Bensin,Manuell,"  33,000 ",1994,Kombi,Tvåhjulsdriven,116,Röd,2316,24/8/1993,Volvo,940
408,"40,000 kr",Privat,Bensin,Manuell,"  20,598 ",2007,Kombi,Fyrhjulsdriven,221,Röd,2521,21/9/2006,Volvo,V50
409,"6,000 kr",Privat,Bensin,Manuell,"  27,000 ",2005,Sedan,Tvåhjulsdriven,170,Svart,2435,8/9/2004,Volvo,S40
410,"14,000 kr",Privat,Bensin,Manuell,"  38,977 ",1995,Sedan,Tvåhjulsdriven,145,Blå,2435,27/2/1995,Volvo,850
411,"20,000 kr",Privat,Bensin,Manuell,"  21,076 ",2005,Kombi,Tvåhjulsdriven,101,Grå,1596,20/4/2005,Volvo,V50
412,"53,900 kr",Privat,Bensin,Automat,"  15,868 ",2005,Sedan,Fyrhjulsdriven,210,Röd,2521,27/5/2005,Volvo,S80
413,"65,000 kr",Privat,Bensin,Manuell,"  11,377 ",1998,Kombi,Fyrhjulsdriven,194,Röd,2435,27/6/1997,Volvo,V70
414,"38,500 kr",Privat,Bensin,Automat,"  24,255 ",2002,Sedan,Tvåhjulsdriven,200,Grå,2435,6/6/2002,Volvo,S80
415,"30,000 kr",Privat,Bensin,Manuell,"  19,134 ",2006,Kombi,Tvåhjulsdriven,141,Blå,2435,2/9/2005,Volvo,V50
416,"32,000 kr",Privat,Bensin,Manuell,"  14,280 ",2003,Kombi,Tvåhjulsdriven,141,Grå,2435,3/10/2002,Volvo,V70
417,"21,000 kr",Privat,Bensin,Manuell,"  28,559 ",1999,Kombi,Tvåhjulsdriven,165,Grå,2435,13/11/1998,Volvo,V70
418,"25,000 kr",Privat,Bensin,Manuell,"  32,782 ",2005,Kombi,Tvåhjulsdriven,170,Blå,2435,2/9/2004,Volvo,V70
419,"125,000 kr",Privat,Bensin,Manuell,"  15,830 ",2011,Sedan,Tvåhjulsdriven,241,Vit,1999,16/4/2014,Volvo,S60
420,"30,000 kr",Privat,Bensin,Manuell,"  32,133 ",2001,Kombi,Tvåhjulsdriven,200,Grön,2435,5/6/2001,Volvo,V70
421,"15,000 kr",Privat,Bensin,Manuell,"  35,634 ",2004,Kombi,Tvåhjulsdriven,210,Grå,2521,23/12/2003,Volvo,V70
422,"21,500 kr",Privat,Bensin,Manuell,"  34,275 ",2006,Kombi,Tvåhjulsdriven,170,Brun,2435,21/6/2006,Volvo,V70
423,"42,000 kr",Privat,Bensin,Manuell,"  29,070 ",2006,Kombi,Tvåhjulsdriven,141,Grå,2435,30/9/2005,Volvo,V70
424,"9,500 kr",Privat,Bensin,Manuell,"  39,789 ",2005,Kombi,Tvåhjulsdriven,141,Grön,2435,17/12/2004,Volvo,V70
425,"56,000 kr",Privat,Bensin,Automat,"  29,576 ",2005,SUV,Fyrhjulsdriven,210,Grå,2521,4/4/2005,Volvo,XC90
426,"16,000 kr",Privat,Bensin,Manuell,"  32,847 ",2000,Kombi,Tvåhjulsdriven,141,Grå,2435,27/3/2000,Volvo,V70
427,"26,500 kr",Privat,Bensin,Manuell,"  21,586 ",2006,Kombi,Tvåhjulsdriven,126,Grå,1798,22/11/2005,Volvo,V50
428,"19,000 kr",Privat,Bensin,Manuell,"  32,200 ",1999,Sedan,Tvåhjulsdriven,127,Blå,1984,18/12/1998,Volvo,S70
429,"17,000 kr",Privat,Bensin,Manuell,"  36,692 ",2004,Sedan,Tvåhjulsdriven,210,Svart,2521,2/6/2003,Volvo,S60
430,"9,900 kr",Privat,Bensin,Manuell,"  36,000 ",2003,Sedan,Tvåhjulsdriven,200,Gul,1948,6/12/2002,Volvo,S40
431,"219,900 kr",Företag,Bensin,Automat,"  8,602 ",2016,Kombi,Tvåhjulsdriven,191,Vit,1969,13/10/2015,Volvo,V70
432,"329,000 kr",Företag,Bensin,Automat,"  4,309 ",2021,SUV,Fyrhjulsdriven,198,Vit,1969,13/1/2021,Volvo,XC40
433,"29,900 kr",Företag,Bensin,Manuell,"  20,600 ",2004,Kombi,Tvåhjulsdriven,164,Grå,1948,11/7/2003,Volvo,V40
434,"27,000 kr",Privat,Bensin,Manuell,"  22,195 ",2004,Sedan,Tvåhjulsdriven,141,Brun,2435,23/9/2003,Volvo,S80
435,"75,000 kr",Privat,Bensin,Automat,"  25,306 ",2007,Sedan,Tvåhjulsdriven,200,Grå,2521,5/10/2006,Volvo,S80
436,"13,000 kr",Privat,Bensin,Manuell,"  38,000 ",2001,Kombi,Tvåhjulsdriven,141,Grön,2435,3/11/2000,Volvo,V70
437,"22,000 kr",Privat,Bensin,Automat,"  28,311 ",2001,Sedan,Tvåhjulsdriven,141,Grå,2435,6/9/2001,Volvo,S80
438,"320,000 kr",Privat,Bensin,Automat,"  9,800 ",2019,Kombi,Fyrhjulsdriven,310,Svart,1969,28/6/2018,Volvo,V60
439,"42,000 kr",Privat,Bensin,Automat,"  26,270 ",2006,Kombi,Tvåhjulsdriven,170,Brun,2435,30/12/2005,Volvo,V70
440,"279,900 kr",Företag,Bensin,Automat,"  4,632 ",2021,SUV,Tvåhjulsdriven,130,Vit (Ice Vit),1477,18/12/2020,Volvo,XC40
441,"13,000 kr",Privat,Bensin,Automat,"  29,023 ",2001,Kombi,Fyrhjulsdriven,200,Brun,2435,19/10/2001,Volvo,XC70
442,"69,900 kr",Företag,Bensin,Automat,"  16,836 ",2006,Kombi,Tvåhjulsdriven,141,Grå,2435,18/8/2006,Volvo,V70
443,"459,000 kr",Företag,Bensin,Automat,"  5,867 ",2019,Kombi,Fyrhjulsdriven,304,Blå,1969,23/11/2018,Volvo,XC60
444,"309,000 kr",Företag,Bensin,Automat,"  3,331 ",2022,SUV,Tvåhjulsdriven,165,Mörkblå (Blå),1477,31/5/2022,Volvo,XC40
445,"16,000 kr",Privat,Bensin,Manuell,"  25,600 ",2001,Sedan,Tvåhjulsdriven,141,Gul,2435,29/5/2001,Volvo,S60
446,"12,499 kr",Privat,Bensin,Manuell,"  29,409 ",2006,Kombi,Tvåhjulsdriven,141,Grå,2435,31/10/2005,Volvo,V70
447,"9,500 kr",Privat,Bensin,Manuell,"  35,927 ",1999,Kombi,Fyrhjulsdriven,194,Röd,2435,24/3/1999,Volvo,XC70
448,"25,000 kr",Privat,Bensin,Manuell,"  19,902 ",2005,Kombi,Tvåhjulsdriven,126,Blå,1798,10/5/2005,Volvo,V50
449,"22,000 kr",Privat,Bensin,Manuell,"  36,000 ",2005,Kombi,Tvåhjulsdriven,141,Grå,2435,13/12/2004,Volvo,V70
450,"12,000 kr",Privat,Bensin,Manuell,"  36,062 ",1999,Kombi,Tvåhjulsdriven,145,Grå,2435,29/12/1998,Volvo,V70
451,"329,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  7,017 ",2021,Kombi,Fyrhjulsdriven,340,Svart,1969,5/10/2020,Volvo,V60
452,"324,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  9,335 ",2021,SUV,Tvåhjulsdriven,211,Svart,1477 ,9/2/2021,Volvo,XC40
453,"399,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  8,437 ",2020,SUV,Fyrhjulsdriven,391,Vit (White),1969,26/5/2020,Volvo,XC60
454,"379,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  6,948 ",2021,SUV,Fyrhjulsdriven,340,Vit (White),1969,16/10/2020,Volvo,XC60
455,"299,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  9,960 ",2020,Kombi,Fyrhjulsdriven,391,Svart (Black),1969,9/9/2019,Volvo,V60
456,"639,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  1,095 ",2024,Kombi,Fyrhjulsdriven,463,Grå,1969,16/6/2023,Volvo,V60
457,"639,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  7,545 ",2021,SUV,Fyrhjulsdriven,396,Svart,1969,12/10/2020,Volvo,XC90
458,"32,500 kr",Privat,Miljöbränsle/Hybrid,,"  23,500 ",2007,Kombi,Tvåhjulsdriven,141,Blå,2435,8/6/2007,Volvo,V70
459,"328,500 kr",Företag,Miljöbränsle/Hybrid,Automat,"  4,000 ",2020,Kombi,Fyrhjulsdriven,344,Vit,1969,30/12/2019,Volvo,V60
460,"574,500 kr",Företag,Miljöbränsle/Hybrid,Automat,"  1,178 ",2024,Kombi,Fyrhjulsdriven,404,Grå,1969,3/7/2023,Volvo,V90
461,"339,500 kr",Företag,Miljöbränsle/Hybrid,Automat,"  7,708 ",2021,Kombi,Fyrhjulsdriven,344,Grå,1969,17/12/2020,Volvo,V60
462,"49,900 kr",Företag,Miljöbränsle/Hybrid,Manuell,"  22,000 ",2010,Kombi,Tvåhjulsdriven,126,Ljusgrå (Grå),1798,17/2/2009,Volvo,V50
463,"469,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  8,120 ",2021,Kombi,Fyrhjulsdriven,344,Svart,1969,30/3/2021,Volvo,V90
464,"789,000 kr",Företag,Miljöbränsle/Hybrid,Automat,  274 ,2024,SUV,Fyrhjulsdriven,463,Grå,1969,19/12/2023,Volvo,XC60
465,"559,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  5,523 ",2023,SUV,Fyrhjulsdriven,404,Silver,1969 ,11/7/2022,Volvo,XC60
466,"89,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  16,169 ",2010,Kombi,Tvåhjulsdriven,146,Grå,1999,10/5/2010,Volvo,V70
467,"714,900 kr",Företag,Miljöbränsle/Hybrid,Automat,  -   ,2023,Sedan,Fyrhjulsdriven,463,Mörkblå (Blå),1969,,Volvo,S90
468,"189,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  14,219 ",2016,Kombi,Fyrhjulsdriven,232,Grå,2400,29/4/2016,Volvo,V60
469,"579,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  3,200 ",2023,Kombi,Fyrhjulsdriven,399,Silver,1969,10/2/2023,Volvo,V90
470,"359,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  8,424 ",2020,Kombi,Fyrhjulsdriven,392,Vit,1969,18/6/2019,Volvo,V60
471,"434,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  8,485 ",2020,SUV,Fyrhjulsdriven,391,Grå,1969,10/9/2019,Volvo,XC60
472,"420,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  14,650 ",2018,SUV,Fyrhjulsdriven,407,Vit,1969,17/11/2017,Volvo,XC90
473,"775,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  4,100 ",2021,SUV,Fyrhjulsdriven,391,Svart,1969,27/11/2020,Volvo,XC90
474,"469,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  6,000 ",2020,SUV,Fyrhjulsdriven,253,Grå,1969,5/5/2021,Volvo,XC60
475,"439,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  6,949 ",2020,SUV,Fyrhjulsdriven,391,Svart,1969,10/3/2020,Volvo,XC60
476,"439,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  4,777 ",2022,Sedan,Fyrhjulsdriven,396,Svart,1969,8/4/2022,Volvo,S60
477,"704,800 kr",Företag,Miljöbränsle/Hybrid,Automat,  300 ,2024,Sedan,Fyrhjulsdriven,463,Grå,1969,15/3/2024,Volvo,S60
478,"334,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  5,269 ",2021,Kombi,Fyrhjulsdriven,253,Svart,1969,13/11/2020,Volvo,V60
479,"329,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  6,713 ",2021,Kombi,Fyrhjulsdriven,253,Svart,1969,10/12/2020,Volvo,V60
480,"549,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  6,356 ",2023,SUV,Fyrhjulsdriven,404,Grå,1969,25/10/2022,Volvo,XC60
481,"699,900 kr",Företag,Miljöbränsle/Hybrid,Automat,  -   ,2024,SUV,Fyrhjulsdriven,399,Silver,1969,28/12/2023,Volvo,XC60
482,"39,700 kr",Företag,Miljöbränsle/Hybrid,Manuell,"  21,000 ",2007,Halvkombi,Tvåhjulsdriven,126,Blå,1798,8/3/2007,Volvo,C30
483,"114,800 kr",Företag,Miljöbränsle/Hybrid,Automat,"  22,000 ",2012,Kombi,Tvåhjulsdriven,180,Silver (Grå),1596,24/2/2012,Volvo,V70
484,"359,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  11,375 ",2020,Sedan,Fyrhjulsdriven,398,Röd,1969,10/7/2020,Volvo,S60
485,"565,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  8,699 ",2019,SUV,Fyrhjulsdriven,391,Vit (Chrystallwhitemetallic),1969,7/12/2018,Volvo,XC90
486,"62,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  28,441 ",2011,Kombi,Tvåhjulsdriven,232,Grå,2521,11/11/2010,Volvo,V70
487,"679,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  9,827 ",2022,SUV,Fyrhjulsdriven,391,Svart,1969,22/12/2021,Volvo,XC90
488,"25,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  30,071 ",2007,Kombi,Tvåhjulsdriven,141,Blå,2435,28/9/2006,Volvo,V70
489,"429,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  7,083 ",2021,SUV,Fyrhjulsdriven,344,Mörkgrå (Grå),1969 ,28/12/2020,Volvo,XC60
490,"469,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  4,159 ",2021,SUV,Fyrhjulsdriven,344,Mörkblå (Blå),1969,17/12/2020,Volvo,XC60
491,"469,500 kr",Företag,Miljöbränsle/Hybrid,Automat,"  2,860 ",2023,Kombi,Fyrhjulsdriven,404,Silver,1969,29/12/2022,Volvo,V60
492,"499,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  3,100 ",2022,Kombi,Fyrhjulsdriven,404,Grå,1969,11/5/2022,Volvo,V90
493,"419,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  12,000 ",2021,SUV,Fyrhjulsdriven,344,Blå,1969,5/11/2020,Volvo,XC60
494,"469,500 kr",Företag,Miljöbränsle/Hybrid,Automat,"  7,800 ",2020,SUV,Fyrhjulsdriven,396,Röd,1969,12/10/2020,Volvo,XC60
495,"359,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  7,625 ",2020,Kombi,Fyrhjulsdriven,392,Grå (Savile Grey Metallic),1969,2/3/2020,Volvo,V60
496,"419,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  4,023 ",2022,Kombi,Fyrhjulsdriven,344,Svart,1969,30/6/2021,Volvo,V60
497,"414,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  7,639 ",2020,SUV,Fyrhjulsdriven,396,Svart,1969,6/8/2020,Volvo,XC60
498,"429,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  8,426 ",2021,SUV,Fyrhjulsdriven,344,Mörkblå (Blå),1969,21/12/2020,Volvo,XC60
499,"389,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  7,781 ",2020,SUV,Tvåhjulsdriven,266,Svart,1477,11/6/2020,Volvo,XC40
500,"519,500 kr",Företag,Miljöbränsle/Hybrid,Automat,"  6,291 ",2021,SUV,Fyrhjulsdriven,396,Mörkgrå (Grå),1969,25/3/2021,Volvo,XC60
501,"22,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  19,513 ",2006,Sedan,Tvåhjulsdriven,126,Silver,1798,3/5/2006,Volvo,S40
502,"30,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  22,500 ",2008,Sedan,Tvåhjulsdriven,126,Blå,1798,3/3/2008,Volvo,V50
503,"70,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  28,000 ",2009,Kombi,Tvåhjulsdriven,200,Svart,2521 ,27/4/2009,Volvo,V70
504,"55,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  22,080 ",2009,Kombi,Tvåhjulsdriven,146,Brun,1999,30/4/2009,Volvo,V70
505,"68,500 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  26,761 ",2011,Kombi,Tvåhjulsdriven,232,Röd,2521,23/5/2011,Volvo,V70
506,"28,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  27,878 ",2010,Kombi,Tvåhjulsdriven,146,Svart,1999,4/3/2010,Volvo,V50
507,"120,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  16,080 ",2012,Kombi,Tvåhjulsdriven,180,Svart,1596,1/3/2012,Volvo,V60
508,"179,999 kr",Privat,Miljöbränsle/Hybrid,Automat,"  10,404 ",2016,Kombi,Tvåhjulsdriven,245,Vit,1969,8/1/2016,Volvo,V60
509,"6,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  37,000 ",2005,Sedan,Tvåhjulsdriven,141,Blå,2435,18/1/2005,Volvo,S60
510,"139,900 kr",Privat,Miljöbränsle/Hybrid,Automat,"  24,990 ",2013,Kombi,Fyrhjulsdriven,283,Silver,2400,1/3/2013,Volvo,V60
511,"36,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  17,290 ",2009,Kombi,Tvåhjulsdriven,126,Svart,1798,3/4/2009,Volvo,V50
512,"215,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  11,408 ",2018,Kombi,Fyrhjulsdriven,232,Silver,2400,8/8/2018,Volvo,V60
513,"40,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  18,259 ",2009,Kombi,Tvåhjulsdriven,126,Brun,1798,28/8/2008,Volvo,V50
514,"99,999 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  20,706 ",2012,Kombi,Tvåhjulsdriven,180,Brun,1596,7/10/2011,Volvo,V60
515,"31,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  27,176 ",2006,Sedan,Tvåhjulsdriven,141,Vit,2435,12/5/2006,Volvo,S60
516,"40,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  34,977 ",2012,Kombi,Tvåhjulsdriven,232,Svart,2521,10/4/2012,Volvo,V70
517,"255,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  11,697 ",2018,Kombi,Tvåhjulsdriven,253,Svart,1969,24/5/2018,Volvo,V90
518,"160,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  16,700 ",2016,Kombi,Fyrhjulsdriven,232,Vit,2400,24/11/2021,Volvo,V60
519,"240,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  10,321 ",2016,Kombi,Fyrhjulsdriven,298,Silver,2400,16/9/2016,Volvo,V60
520,"200,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  17,896 ",2011,Kombi,Tvåhjulsdriven,232,Blå,2521,2/5/2011,Volvo,V70
521,"75,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  30,000 ",2011,Kombi,Tvåhjulsdriven,232,Vit,2521,8/10/2010,Volvo,V70
522,"95,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  29,000 ",2005,Sedan,Tvåhjulsdriven,260,Svart,2401,11/5/2005,Volvo,S60
523,"590,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  1,800 ",2022,Sedan,Fyrhjulsdriven,391,Silver,1969,22/9/2022,Volvo,S90
524,"19,900 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  32,240 ",2007,Kombi,Tvåhjulsdriven,141,Grå,2435,5/3/2007,Volvo,V70
525,"379,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  15,996 ",2017,SUV,Fyrhjulsdriven,407,Brun,1969,14/12/2016,Volvo,XC90
526,"32,900 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  24,814 ",2006,Kombi,Tvåhjulsdriven,141,Grön,2435,26/5/2006,Volvo,V70
527,"64,900 kr",Privat,Miljöbränsle/Hybrid,Automat,"  27,100 ",2010,Kombi,Tvåhjulsdriven,232,Röd,2521,7/5/2010,Volvo,V70
528,"43,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  17,644 ",2007,Kombi,Tvåhjulsdriven,126,Blå,1798,15/12/2006,Volvo,V50
529,"47,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  28,031 ",2009,Kombi,Tvåhjulsdriven,146,Vit,1999,26/2/2009,Volvo,V70
530,"435,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  12,268 ",2017,SUV,Fyrhjulsdriven,407,Svart,1969,21/10/2016,Volvo,XC90
